title,type,description,release_year,runtime,genres,imdb_score,tmdb_popularity,service
TRIGUN,SHOW,"Trigun takes place in the distant future on a deserted planet. Vash the Stampede is a gunfighter with a legend so ruthless he has a $$60,000,000,000 bounty on his head. Entire towns evacuate at the rumor of his arrival. But the real Vash the Stampede, the enigmatic and conflicted lead character in Trigun, is more heroic, even though he usually acts like a complete idiot.",1998,25,"['action', 'scifi', 'comedy', 'drama', 'western', 'animation']",8.2,24.786,Hulu
Ally McBeal,SHOW,"Ally McBeal is a young lawyer working at the Boston law firm Cage and Fish.  Ally's lives and loves are eccentric, humorous, dramatic with an incredibly overactive imagination that's working overtime!",1997,44,"['comedy', 'drama', 'fantasy', 'music', 'romance']",5.9,6.556,Hulu
NYPD Blue,SHOW,"Police drama set in New York City, exploring the internal and external struggles of the fictional 15th precinct of Manhattan. Each episode typically intertwined several plots involving an ensemble cast.",1993,46,"['drama', 'crime', 'thriller']",7.7,19.726,Hulu
Hey Arnold!,SHOW,"The daily life of Arnold--a fourth-grader with a wild imagination, street smarts and a head shaped like a football.",1996,20,"['animation', 'comedy', 'drama', 'family']",7.6,54.318,Hulu
Guarding Tess,MOVIE,"Doug is a Secret Service Agent who has just completed his stint in charge protecting Tess Carlisle—the widow of a former U.S. President, and a close personal friend of the current President. He finds that she has requested that he not be rotated but instead return to be her permanent detail. Doug is crushed, and—after returning—wants off her detail as she is very difficult to guard and makes her detail crazy with her whims and demands.",1994,98,"['comedy', 'drama']",6.2,8.006,Hulu
Animaniacs,SHOW,"The two Warner Brothers Yakko and Wakko and their Warner sister Dot had been (supposedly) created in the 1930's, but their cartoons were too screwy for the general public to handle. The three Warners were locked up in the studio water tower until they escaped in the 90's. There, they run wild, causing chaos everywhere!",1993,22,"['comedy', 'family', 'animation']",7.9,47.48,Hulu
Digimon Adventure,SHOW,"While at summer camp, seven kids are transported to a strange digital world. In this new world they make friends with creatures that call themselves Digimon who were born to defend their world from various evil forces.",1999,21,"['scifi', 'fantasy', 'thriller', 'animation', 'action', 'family', 'sport', 'drama', 'comedy']",7.3,74.515,Hulu
Angel,SHOW,"The vampire Angel, cursed with a soul, moves to Los Angeles and aids people with supernatural-related problems while questing for his own redemption. A spin-off from Buffy the Vampire Slayer.",1999,42,"['scifi', 'fantasy', 'thriller', 'action', 'drama']",7.9,63.127,Hulu
Vampires,MOVIE,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,1998,108,"['fantasy', 'horror', 'action', 'thriller']",6.1,14.189,Hulu
Mobile Suit Gundam Wing,SHOW,"Mankind has moved into space. Thousands of people live on giant orbiting space colonies called ""Sides."" However, the Earth Government, which rules the colonies, is unjust and cruel. A group of revolutionaries builds five robotic weapons called Gundams and plans to send them to Earth to begin their fight for independence. Piloted by five young men, these Gundams carry the hopes and dreams of freedom of the colonists with them as they descend to Earth to begin Operation Meteor!",1995,24,"['scifi', 'drama', 'romance', 'animation', 'action']",8.0,20.233,Hulu
The Edge,MOVIE,"The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead.",1997,117,"['drama', 'thriller', 'action', 'european']",6.9,13.374,Hulu
Single White Female,MOVIE,"Attractive Manhattanite Allison Jones has it all: a handsome beau, a rent-controlled apartment, and a promising career as a fashion designer. When boyfriend Sam proves unfaithful, Allison strikes out on her own but must use the classifieds to seek out a roommate in order to keep her spacious digs.",1992,107,"['thriller', 'drama']",6.4,12.376,Hulu
The Negotiator,MOVIE,"The police try to arrest expert hostage negotiator Danny Roman, who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. Thinking there's evidence in the Internal Affairs offices that might clear him, he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy.",1998,140,"['thriller', 'action', 'crime', 'drama']",7.3,12.897,Hulu
The Powerpuff Girls,SHOW,"The Powerpuff Girls is a animated television series about Blossom, Bubbles, and Buttercup, three kindergarten-aged girls with superpowers, as well as their ""father"", the brainy scientist Professor Utonium, who all live in the fictional city of Townsville, USA. The girls are frequently called upon by the town's childlike and naive mayor to help fight nearby criminals using their powers.",1998,18,"['action', 'comedy', 'family', 'fantasy', 'scifi', 'animation']",7.3,44.124,Hulu
Rurouni Kenshin,SHOW,"The Meiji Era was one of great renewal for Japan, where swords and killing were outlawed. However, many survivors from the time of Revolution still live, lurking in the shadows and waiting for a chance to use their killing blades again. Only Kenshin Himura, formerly one of the most brutal of killers, hopes to keep his swordsman's honor and still live in the new era.",1996,25,"['action', 'fantasy', 'animation', 'comedy', 'romance', 'drama', 'history', 'thriller']",8.4,63.142,Hulu
Picket Fences,SHOW,Picket Fences is an American television drama about the residents of the town of Rome,1992,47,"['drama', 'crime', 'family', 'romance', 'documentation']",7.8,8.215,Hulu
Wolf,MOVIE,Publisher Will Randall becomes a werewolf and has to fight to keep his job.,1994,125,"['drama', 'horror', 'fantasy', 'documentation', 'romance', 'thriller']",6.2,9.726,Hulu
Pinky and the Brain,SHOW,"Pinky and Brain are genetically enhanced laboratory mice who reside in a cage in the Acme Labs research facility. Brain is self-centered and scheming; Pinky is good-natured but feebleminded. In each episode, Brain devises a new plan to take over the world, which ultimately ends in failure, usually due to Pinky's idiocy, the impossibility of Brain's plan, Brain's own arrogance, or just circumstances beyond their control.",1995,22,"['scifi', 'animation', 'comedy', 'family', 'fantasy']",7.8,19.64,Hulu
Casper,MOVIE,"Casper is a kind young ghost who peacefully haunts a mansion in Maine. When specialist James Harvey arrives to communicate with Casper and his fellow spirits, he brings along his teenage daughter, Kat. Casper quickly falls in love with Kat, but their budding relationship is complicated not only by his transparent state, but also by his troublemaking apparition uncles and their mischievous antics.",1995,100,"['fantasy', 'comedy', 'family']",6.1,44.963,Hulu
Conspiracy Theory,MOVIE,"A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.",1997,130,"['thriller', 'action']",6.7,15.121,Hulu
Stuart Little,MOVIE,"The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child.",1999,84,"['comedy', 'family', 'fantasy']",6.0,60.015,Hulu
Roswell,SHOW,"Bizarre things start happening in the little New Mexico town where UFOs were spotted in 1947. Cut to 1999, when a cute high-school student saves the life of a teenage waitress. Surrounded by cliques of clever, angst-filled classmates, the two form a bond that threatens the survival of a secret universe involving superhuman powers, a yen for hot sauce and an alien gene pool.",1999,44,"['scifi', 'drama', 'thriller']",7.5,17.462,Hulu
Copycat,MOVIE,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,1995,124,"['thriller', 'drama']",6.6,9.901,Hulu
Hot Shots! Part Deux,MOVIE,"Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team—who went in to rescue hostages left behind after Desert Storm.",1993,86,"['comedy', 'action']",6.6,23.126,Hulu
Melrose Place,SHOW,"Follow the lives of a group of young adults living in a brownstone apartment complex on Melrose Place, in Los Angeles, California.",1992,47,"['drama', 'romance']",5.9,22.653,Hulu
Antz,MOVIE,"A neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. Signing up to march in a parade, he ends up under the command of a bloodthirsty general. But he's actually been enlisted to fight against a termite army.",1998,80,"['comedy', 'family', 'fantasy', 'animation']",6.6,27.117,Hulu
The Tick,SHOW,"The Tick: The Animated Series is an American animated television series adaptation of the New England Comics superhero, The Tick. The series debuted September 10, 1994 on the Fox network's Fox Kids block and was responsible for introducing the satirical comic book character to a mainstream audience. Lasting three seasons, the final episode aired on November 24, 1996. Since then, The Tick has been syndicated by various networks, further increasing the show's cult following, and has been released on both VHS and DVD. A live-action series was created in 2001.",1994,21,"['comedy', 'action', 'family', 'fantasy', 'scifi', 'animation']",7.9,8.832,Hulu
Ninja Scroll,MOVIE,"Jubei is a masterless ninja who travels the land alone, lending his services to those with gold—or a worthy cause. His fearsome abilities have served him well, but a plot to overthrow the government threatens to end his wandering ways—and possibly his life.",1993,94,"['fantasy', 'thriller', 'animation', 'action']",7.8,16.354,Hulu
Fly Away Home,MOVIE,"Amy is only 13 years old when her mother is killed. She goes to Canada to live with her father, an eccentric inventor whom she barely knows. Amy is miserable in her new life... until she discovers a nest of goose eggs that were abandoned when a local forest is torn down. The eggs hatch and Amy becomes ""Mama Goose"". When Winter comes, Amy, and her dad must find a way to lead the birds South...",1996,107,"['drama', 'family']",6.9,12.683,Hulu
Center Stage,MOVIE,A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.,2000,115,"['drama', 'music', 'romance']",6.6,10.657,Hulu
Blue Streak,MOVIE,"Miles Logan is a jewel thief who just hit the big time by stealing a huge diamond. However, after two years in jail, he comes to find out that he hid the diamond in a police building that was being built at the time of the robbery. In an attempt to regain his diamond, he poses as an LAPD detective.",1999,93,"['action', 'comedy', 'crime', 'thriller']",6.3,18.94,Hulu
Dharma & Greg,SHOW,"Dharma & Greg is an American television sitcom that aired from September 24, 1997, to April 30, 2002.

It stars Jenna Elfman and Thomas Gibson as Dharma and Greg Montgomery, a couple who got married on their first date despite being complete opposites. The series is co-produced by Chuck Lorre Productions, More-Medavoy Productions and 4 to 6 Foot Productions in association with 20th Century Fox Television for ABC. The show's theme song was written and performed by composer Dennis C. Brown.

Created by executive producers Dottie Dartland and Chuck Lorre, the comedy took much of its inspiration from so-called culture-clash ""fish out of water"" situations. The show earned eight Golden Globe nominations, six Emmy Award nominations, and six Satellite Awards nominations. Elfman earned a Golden Globe in 1999 for Best Actress.",1997,28,"['comedy', 'romance']",6.4,8.472,Hulu
7th Heaven,SHOW,"Reverend Eric Camden and his wife Annie have always had their hands full caring for seven children, not to mention the friends, sweethearts and spouses that continually come and go in the Camden household.",1996,45,"['drama', 'comedy', 'family', 'romance']",5.2,11.315,Hulu
The Siege,MOVIE,"The secret US abduction of a suspected terrorist from his Middle East homeland leads to a wave of terrorist attacks in New York.  An FBI senior agent and his team attempt to locate and decommission the enemy cells, but must also deal with an Army General gone rogue and a female CIA agent of uncertain loyalties.",1998,116,"['drama', 'thriller', 'action']",6.3,11.871,Hulu
Outlaw Star,SHOW,"Gene Starwind is a jack-of-all-trades responsible for odd jobs and bounty hunting with his partner, Jim Hawking. Stuck on a rundown planet, he’s going nowhere fast. But when a bodyguard job goes sideways, he finds himself the proud owner of the Outlaw Star and on an adventure to find the mysterious Galactic Leyline. Facing pirates and dangers galore, can he survive the journey through space?",1998,25,"['scifi', 'action', 'comedy', 'drama', 'western', 'thriller', 'animation']",7.9,6.171,Hulu
Blossom,SHOW,"Blossom is an American sitcom broadcast on NBC from January 3, 1991, to May 22, 1995. The series was created by Don Reo, and starred Mayim Bialik as Blossom Russo, a teenager living with her father and two brothers. It was produced by Reo's Impact Zone Productions in association with Witt/Thomas Productions and Touchstone Television.",1991,23,"['drama', 'comedy', 'family']",6.1,21.72,Hulu
In the Army Now,MOVIE,"Bones Conway and Jack Kaufman didn't really know what they were in for when they enlisted in the U.S. Army; they just wanted to get a job and make some money. But these new recruits are so hapless, they run the risk of getting kicked out before their military careers even begin. Soon, though, they're sent to the Middle East to fight for their country -- which they manage to do in their own wacky ways.",1994,91,"['comedy', 'war']",4.9,8.871,Hulu
The Flintstones,MOVIE,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,1994,91,"['fantasy', 'comedy', 'family']",4.9,66.316,Hulu
Deuce Bigalow: Male Gigolo,MOVIE,"Deuce Bigalow is a less than attractive, down on his luck aquarium cleaner. One day he wrecks the house of a gigolo and needs quick money to repair it. The only way he can make it is to become a gigolo himself, taking on an unusual mix of female clients. He encounters a couple of problems, though. He falls in love with one of his unusual clients, and a sleazy police officer is hot on his trail.",1999,88,"['comedy', 'romance', 'european']",5.7,36.057,Hulu
The Program,MOVIE,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.",1993,113,"['action', 'romance', 'sport', 'drama']",6.4,5.665,Hulu
Dragon Ball GT,SHOW,"Ten years have passed since Goku left his friends and family to hone his skills. But Goku soon finds himself helpless against the mystical power of the Dragon Balls and an accidental wish made by the devious Emperor Pilaf. The wish; that Goku once again become a child! Goku, together with Trunks, and his own granddaughter Pan, blast off into the outer reaches of space in search of the mysterious Blackstar Dragon Balls. But these Dragon Balls have a fatal secret: if not collected within one year Earth will be destroyed.",1996,24,"['action', 'scifi', 'thriller', 'animation', 'comedy', 'fantasy']",6.8,24.059,Hulu
Striking Distance,MOVIE,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.",1993,101,"['thriller', 'action', 'crime']",5.8,9.654,Hulu
Vertical Limit,MOVIE,"Trapped near the summit of K2, the world's second-highest mountain, Annie Garrett radios to base camp for help. Brother Peter hears Annie's message and assembles a team to save her and her group before they succumb to K2's unforgiving elements. But, as Annie lays injured in an icy cavern, the rescuers face several terrifying events that could end the rescue attempt -- and their lives.",2000,126,"['thriller', 'action', 'drama']",5.9,16.698,Hulu
Comedy Central Presents,SHOW,These half-hour specials showcased some of the best up-and-coming comedians of the moment. The show was a pivotal stepping stone for many of today's stand-up stars.,1998,24,"['documentation', 'comedy']",8.0,22.715,Hulu
Living Single,SHOW,"Living Single is an American television sitcom that aired for five seasons on the Fox network from August 22, 1993, to January 1, 1998. The show centered on the lives of six friends who share personal and professional experiences while living in a Brooklyn brownstone.

Throughout its run, Living Single became one of the most popular African-American sitcoms of its era, ranking among the top five in African-American ratings in all five seasons. The series was produced by Yvette Lee Bowser's company, Sister Lee, in association with Warner Bros. Television. In contrast to the popularity of NBC's ""Must See TV"" on Thursday nights in the 1990s, many African American and Latino viewers flocked to Fox's Thursday night line-up of Martin, Living Single, and New York Undercover. In fact, these were the three highest-rated series among black households for the 1996–1997 season.",1993,24,['comedy'],7.5,7.253,Hulu
Mobile Suit Gundam: The 08th MS Team,SHOW,"Ensign Shiro Amada is transferred to Southeast Asia to take command of the 08th MS Team. In their first guerilla operation, Shiro's team is tasked with distracting the Zeon forces while Federation ground troops locate a mysterious new Zeon weapon.",1996,24,"['scifi', 'action', 'animation', 'drama', 'romance', 'war']",7.9,8.559,Hulu
The Golden Palace,SHOW,"The Golden Palace is an American sitcom that originally aired on CBS from September 18, 1992, to May 14, 1993. The show is a spin-off of the sitcom The Golden Girls, continuing the story from that series. CBS cancelled the spin-off in 1993 after one season.",1992,24,['comedy'],7.2,3.753,Hulu
Boys on the Side,MOVIE,"After breaking up with her girlfriend, a nightclub singer, Jane, answers a personal ad from Robin, a real estate agent with AIDS, seeking a cross-country travel partner. On their journey from New York City to Los Angeles, the two stop by Pittsburgh to pick up Robin's friend Holly, who is trying to escape an abusive relationship. With three distinct personalities, the women must overcome their differences to help one another.",1995,115,"['drama', 'comedy']",6.4,9.128,Hulu
Moesha,SHOW,"Moesha was an American sitcom series that aired on the UPN network from January 23, 1996 to May 14, 2001. The series stars R&B singer Brandy Norwood as Moesha Mitchell, a high school student living with her family in the Leimert Park neighborhood of South Central Los Angeles. It was originally ordered as a pilot for the CBS network's 1995-1996 television season, who rejected. It was then picked up by UPN, who aired it as a mid-season replacement. It went on to become the biggest success for the nascent network and one of the greatest hits over the course of the network's entire run.",1996,21,"['drama', 'comedy', 'family']",5.7,7.483,Hulu
"Sister, Sister",SHOW,"Twins Tia Landry and Tamera Campbell were separated and adopted at birth. Fourteen years later, they encounter each other by chance at the mall. After the families meet, Tia's widowed father agrees to let Tamera and her single mother move in with them.",1994,22,"['comedy', 'drama', 'family']",6.2,12.029,Hulu
Dangerous Beauty,MOVIE,"Veronica is brilliant, gifted and beautiful, but the handsome aristocrat she loves, Marco Venier, cannot marry her because she is penniless and of questionable family. So Veronica's mother, Paola, teaches her to become a courtesan, one of the exotic companions favored by the richest and most powerful Venetian men. Veronica courageously uses her charms to change destiny -- and to give herself a chance at true love.",1998,111,"['romance', 'drama']",7.1,12.192,Hulu
Nowhere to Run,MOVIE,Escaped convict Sam Gillen single-handedly takes on ruthless developers who are determined to evict a widow with two young children.,1993,94,"['drama', 'thriller', 'action', 'romance']",5.6,22.8,Hulu
David Copperfield,SHOW,Charles Dickens' haunting semi-autobiographical tale of a boy who is sent away by his stepfather after his mother dies but manages to triumph over incredible adversities.,1999,69,['drama'],7.7,5.779,Hulu
The PJs,SHOW,"The PJs is an American stop-motion animated television series, created by Eddie Murphy, Larry Wilmore, and Steve Tompkins. It portrayed life in an urban public housing project, modeled after the Brewster-Douglass housing projects in Detroit that once housed Diana Ross and Lily Tomlin. The series starred Eddie Murphy, and was produced by Imagine Entertainment by Ron Howard and Brian Grazer, The Murphy Company & Will Vinton Studios in association with Touchstone Television and Warner Bros. Television.

The original run of the series debuted on Fox on Sunday, January 10, 1999 in the time slot, following a divisional conference football playoff game. Two days later, the second episode aired in its regular Tuesday night time slot, following King of the Hill.",1999,22,"['comedy', 'animation']",6.7,9.483,Hulu
All Saints,SHOW,Medical drama focusing on the working and personal lives of the doctors and nurses working on the front line of a busy inner city Emergency Department at All Saints Hospital.,1998,45,['drama'],7.0,3.727,Hulu
The Power of One,MOVIE,"PK, an English orphan terrorized for his family's political beliefs in Africa, turns to his only friend, a kindly world-wise prisoner, Geel Piet. Geel teaches him how to box with the motto “fight with your fists and lead with your heart”. As he grows to manhood, PK uses these words to take on the system and the injustices he sees around him - and finds that one person really can make a difference.",1992,127,"['drama', 'sport', 'european']",7.1,7.475,Hulu
Mo' Money,MOVIE,"Trying to get his act together, a con artist gets a job in a credit card company. He falls in love with a fellow employee, he steals a couple of cards, everything is going great. But soon, the chief of security drags him into the big leagues of criminals...",1992,90,"['action', 'thriller', 'crime', 'romance', 'comedy']",5.5,8.404,Hulu
Madeline,MOVIE,"Horrified at the prospect of her beloved school being sold, a young French girl named Madeline uses her wit and craftiness to attempt to save it, making an unlikely new friend in the process.",1998,89,"['comedy', 'family']",5.9,9.885,Hulu
Slayers,SHOW,"Follows the exploits of the young sorceress Lina Inverse, whose life revolves around food, treasure, and fighting. After stealing treasure from a group of bandits, Lina is accosted by stragglers during her journey to the next town. She's not in any real danger, but a dim-witted but good-natured swordsman named Gourry Gabriev springs to her rescue anyways. The two team up, and head to Atlas City, fighting foes they encounter on the way. Unbeknownst to them, two mysterious figures are hot on their tail, and they are especially interested in the “treasure” Lina and Gourry have stolen.",1995,23,"['scifi', 'action', 'animation', 'comedy', 'drama', 'fantasy']",7.5,28.298,Hulu
Digimon Adventure 02,SHOW,"Digimon Adventure 02, commonly referred to as Digimon Zero Two and known as the second season of Digimon: Digital Monsters outside of Japan, is a children's television anime series produced by Toei Animation. It is the second series in the Digimon franchise, which takes place three years following the events of the previous season, Digimon Adventure. The series aired in Japan between April 2, 2000, and March 25, 2001. An English language dub produced by Saban Entertainment aired in North America between August 19, 2000, and May 19, 2001. It was succeeded by Digimon Tamers, which takes place in its own timeline.",2000,21,"['drama', 'animation', 'action', 'scifi', 'thriller']",7.4,1.771,Hulu
The FBI Files,SHOW,"Witness the crime busting techniques and forensic science used by the FBI to break the most baffling cases. From crime scene analysis to the most up-to-date laboratories, FBI agents relentlessly comb through mountains of evidence to narrow their search, ultimately prevailing over the perpetrators and bringing them to justice.",1998,50,"['documentation', 'thriller', 'crime', 'drama', 'history']",7.9,3.258,Hulu
Made in America,MOVIE,"A young black woman discovers that her father was a sperm donor, and if that wasn't bad enough, he's white.",1993,111,['comedy'],5.0,8.392,Hulu
Universal Soldier: The Return,MOVIE,"Luc Deveraux, the heroic former Universal Soldier, is about to be thrown into action once again. When Seth, the supercomputer controlled ultra-warrior, decides to take revenge and destroy its creators, only Luc can stop it. All hell breaks loose as Luc battles Seth and a deadly team of perfect soldiers in a struggle that pits man against machine and good against evil.",1999,82,"['scifi', 'action']",4.1,14.88,Hulu
Saved by the Bell: The College Years,SHOW,"The gang from Bayside High is leaving home and heading to the campus of California University for four years of new challenges, new faces and wild, new adventures.",1993,22,"['comedy', 'romance']",6.3,5.991,Hulu
The View,SHOW,"ABC Daytime's morning chatfest, currently featuring Whoopi Goldberg, Joy Behar, Sunny Hostin, Meghan McCain, and Abby Huntsman, discussing the most exciting events of the day. Hot topics in the news, the best experts in their field, celebrity interviews and general entertainment are all part of The View.",1997,36,[],2.5,129.501,Hulu
Divorce Court,SHOW,"Divorce Court began as a dramatized court show, but later and presently an arbitration-based reality court show. The program is nontraditional within the judicial genre as it only resolves the disputes of divorcing couples. It has been presided over by many television personalities, currently former Cleveland Heights Municipal Court Judge Lynn Toler. Divorce Court is now produced by Monet Lane Prods. and distributed by 20th Television.

Divorce Court is the longest-running program in the legal courtroom genre, and of the shows now airing in the genre, is the oldest. It has been revived more than any other court show: the series has lived three lives in first-run syndication: from 1957 to 1969, from 1985 to 1992, and since 1999. It has had four different ""judges,"" most of which presided in different lives of the show, though 2 presided separately within the same life of the show. Unlike the show's previous lives which portrayed standard court cases with opening and closing arguments and attorneys representing the litigants, litigants defend themselves in the present life of the show, which is similar to most current court shows.",1999,20,"['reality', 'crime']",4.1,16.719,Hulu
The New Detectives,SHOW,"The New Detectives: Case Studies in Forensic Science is a documentary true crime television show that aired two to three different cases in forensic science per episode. Episode reruns currently air on the Discovery Channel, TLC and the Investigation Discovery network. Before the series was canceled, the show also aired on The History Channel in the United States and Canal D, Court TV, and Botswana TV in Canada. The show was also carried by international markets where the series was shown on the Discovery Channel UK, Discovery Europe, the Crime & Investigation Network in Australia, Prime TV in New Zealand, TV Norge, TV Danmark, Kanal 5 in Sweden, and RTL in the Netherlands. A version of the series was broadcast on the British Channel Five, under the name Murder Detectives: Case Files.",1996,52,"['documentation', 'crime']",7.8,1.611,Hulu
Cold Squad,SHOW,"Cold Squad is a Canadian police procedural television series first broadcast in 1998 that followed the investigations of a part of the Vancouver Police Department Homicide Division tasked with solving cold cases, the titular Cold Squad, as led by Sergeant Ali McCormick.

The cast of Cold Squad was diverse and changing, McCormick being the only character to appear in all 7 seasons. Some notable series regulars include Detective Tony Logozzo in seasons 1-2, Sgt. Frank Coscarella in seasons 3-4, Sgt. Len Harper in seasons 5-7, Insp. Vince Schneider season 1, Insp. Simon Ross season 2, Insp. Andrew Pawlachuk seasons 3-7, Det. Mickey Kollander seasons 3-6, Det. Nicco Sevallis seasons 3-6, Christine Wren seasons 4-7, as well as Det. Samantha Walters and Const. Ray Chase in season 7.

Between the second and third seasons, almost the entire on-screen cast other than Julie Stewart were replaced. This along with the new sets, a significant revamp of the credits and theme music, and even having McCormick's hair change from auburn to dirty-blonde all contributed to a considerable reworking of the series.",1998,43,"['drama', 'crime']",6.8,6.718,Hulu
Tiny Toon Adventures: How I Spent My Vacation,MOVIE,"Term-time ends at Acme Looniversity and the Tiny Toon characters look forward to a summer filled with fun. Buster and Babs Bunny turn a water fight into a white-water rafting trip through the dangerous Deep South; Plucky Duck and Hamton Pig share the most impossibly awful car journey imaginable on the way to HappyWorldLand; Fifi's blind date becomes a ""skunknophobic"" nightmare; and a safari park is turned upside-down by Elmyra's search for ""cute little kitties to hug and squeeze"".",1992,80,['comedy'],,6.452,Hulu
VanDread,SHOW,"Hibiki Tokai, a male third-class laborer from Taraak, ends up stuck on a battleship after a botched attempt at stealing a robot. When female pirates capture the Taraakian Vanguard, things don't look like they could get any worse.",2000,22,"['action', 'drama', 'scifi', 'animation', 'comedy']",7.0,19.04,Hulu
"Sabrina, Down Under",MOVIE,"Sabrina travels to Australia's Great Barrier Reef with her best friend Gwen, a fellow witch from England, for a week-long vacation where they try to help protect a hidden mermaid colony whose habitat is threatened by ocean pollution, and by a local marine biologist determined to find the colony as his claim to fame. While Sabrina finds romance with a ""merman"" from the mermaid colony, Salem the cat finds a possible romance with another witch-turned-into-a-cat, named Hilary, but finds Sabrina's problems interfering with his plans.",1999,87,"['fantasy', 'comedy', 'family']",5.7,6.564,Hulu
Saved by the Bell: Hawaiian Style,MOVIE,"Kelly's grandpa invites the whole clique to his little hotel ""The Hideaway"" in Hawaii for summer vacation. They expect a marvelous time at the beach - without Belding. Upon arriving, they quickly learn that not only is Belding there, but they also have to help Kelly's grandpa from losing his hotel. Meanwhile Zack meets (again) the love of his live, Jessie and Slater bet with Lisa that they won't fight and Screech gets kidnapped by the Pupuku clan.",1992,100,['comedy'],6.0,6.678,Hulu
Saved by the Bell: Wedding in Las Vegas,MOVIE,"In this conclusion of the long running series it finally happens: Kelly and Zack will marry. Zack's parents are against the early commitment and Kelly's parents can't afford it, so only the gang travels to Las Vegas for the wedding. However, before the wedding can happen, they have to live through many adventures, including Zack losing his hard earned money, Kelly becoming jealous and Slater being chased by mobsters.",1994,90,"['comedy', 'romance']",6.2,3.852,Hulu
Into the Deep,MOVIE,"An underwater exploration beneath kelp forests in the Pacific Ocean off the coast of Southern California. The film captures the birth of a shark, squids mating, a lobster molting, a fish protecting its nest from an octopus and a sea urchin, and the sea bed covered with brittle stars.",1994,34,['documentation'],,1.727,Hulu
Animaniacs: Wakko's Wish,MOVIE,"The Warner Brothers (and the Warner Sister) go on a quest to find a fallen wishing star to help Dot with her illness. Unfortunately the rest of the town, including an evil king, also hear about the star and want to get to it first to have their own wishes come true. It's a race against time and it's up to the three zany siblings to get there first.",1999,80,['comedy'],,8.98,Hulu
Tiny Toons Night Ghoulery,MOVIE,"In this Halloween Special, Babs Bunny plays the part of host as she and the Tiny Toons gang spoof various popular horror movies and TV shows.  Among the works parodied are ""Night Gallery"", ""The Twilight Zone"", ""The Devil and Daniel Webster"", ""Frankenstein"" and the ""Abbott and Costello Meet..."" films.",1995,45,"['horror', 'animation', 'comedy', 'family']",7.3,2.647,Hulu
Tiny Toons Spring Break Special,MOVIE,"Buster, Babs and the entire 'Tiny Toons' gang decided to take a trip to Ft. Lauderdale for Spring Break. Meanwhile, Elmrya believes that Buster is the Easter Bunny, and with the help of Samuel Gerard(Tommy Lee Jones in 'The Fugitive') they go on a mission to capture Buster. Plucky tries to make a quick buck by sellin' ""The Tan Meiser 6000"" but quickly turns his sights on a blonde duck that passes him by. Spoofs of music videos and films of that time (1994) are some of the highlights",1994,45,"['comedy', 'family', 'animation']",7.3,3.814,Hulu
Survival Island,MOVIE,"Standing almost alone in the great Southern Ocean, South Georgia island plays host to some of the largest concentrations of animals anywhere on Earth during the spring and summer months. This is the story of these vast animal cities, and of the order that lies beneath their seeming chaos.",1996,40,['documentation'],,2.14,Hulu
"Pinky, Elmyra & The Brain",SHOW,"The popular animated characters Pinky and The Brain continue to concoct schemes to rule the world while hiding out in the suburbs where they live with Elmyra, a hyperactive tot of Tiny Toon Adventures fame.",1998,19,"['comedy', 'family', 'scifi', 'animation']",5.7,13.323,Hulu
